timestamp,temperature_c,fuel_mass_kg,tank_diameter_m,wall_thickness_m,wind_speed_ms,time_to_failure_min
2026-09-01 00:00:00,33.72700594236812,6851.329288386196,15.0,0.015,5.234113674718119,324.0052374559268
2026-09-01 00:15:00,62.53571532049581,10419.009473783583,15.0,0.015,4.939575981439996,143.91994928355558
2026-09-01 00:30:00,51.59969709057025,13729.458358764083,15.0,0.015,18.125091610420732,236.9055405254271
2026-09-01 00:45:00,44.93292420985183,12322.24886409561,15.0,0.015,4.990923996990122,219.8949670668612
2026-09-01 01:00:00,22.800932022121827,13065.611478614497,15.0,0.015,5.43899452257262,392.25155669321026
2026-09-01 01:15:00,22.799726016810133,11587.833667107174,15.0,0.015,15.187965248359275,397.49633236436557
2026-09-01 01:30:00,17.904180608409973,11922.765645178524,15.0,0.015,8.9947968490108,405.0253529588687
2026-09-01 01:45:00,58.308807288746756,13491.956515653193,15.0,0.015,15.534211139103624,183.36640555586044
2026-09-01 02:00:00,45.05575058716044,7496.680088591859,15.0,0.015,1.3073231512877048,205.63661428613798
2026-09-01 02:15:00,50.40362888980228,9894.249636431405,15.0,0.015,9.751423873467687,223.2108665803318
2026-09-01 02:30:00,16.02922471479012,7212.094418196022,15.0,0.015,0.6722720036656527,389.7286230958595
2026-09-01 02:45:00,63.49549260809972,14876.68007996647,15.0,0.015,1.2530640691070905,101.24311820196284
2026-09-01 03:00:00,56.622132040021086,14440.593396866132,15.0,0.015,18.12874906688822,173.68931810038157
2026-09-01 03:15:00,25.61695553391381,5394.268113685059,15.0,0.015,2.7849074223519033,368.5584072660698
2026-09-01 03:30:00,24.09124836035503,12055.751725156884,15.0,0.015,10.648413645504341,367.31038622348666
2026-09-01 03:45:00,24.17022549267169,14252.483174156658,15.0,0.015,8.221912052014131,394.4283867967456
2026-09-01 04:00:00,30.212112147976885,6805.7534512733355,15.0,0.015,6.946866525176853,324.58403821670794
2026-09-01 04:15:00,41.2378215816119,10679.452305526294,15.0,0.015,17.99666691374545,262.9560349739253
2026-09-01 04:30:00,36.59725093210579,14154.882975880419,15.0,0.015,0.43646793550979,264.541563679155
2026-09-01 04:45:00,29.561457009902096,5339.459785857988,15.0,0.015,13.275793723511782,367.7200196877151
2026-09-01 05:00:00,45.59264473611897,11974.2026724684,15.0,0.015,19.267888684271007,262.6414362827782
2026-09-01 05:15:00,21.97469303260209,7973.4900737255075,15.0,0.015,11.20336366923684,382.3342596955021
2026-09-01 05:30:00,29.60723242676091,14243.961953765303,15.0,0.015,18.736449240661837,362.22977730855
2026-09-01 05:45:00,33.318092164684586,14710.582451653678,15.0,0.015,1.0451575857204753,309.7085032258466
2026-09-01 06:00:00,37.8034992108518,14442.66489113434,15.0,0.015,8.375866381483227,306.69171973639254
2026-09-01 06:15:00,54.25879806965068,9742.142166574638,15.0,0.015,5.203155819241023,206.58101166897185
2026-09-01 06:30:00,24.98368910791799,13620.426509893134,15.0,0.015,14.616419299614595,373.934174264885
2026-09-01 06:45:00,40.71172192068058,13445.493985350704,15.0,0.015,19.625941809944933,275.0908368045758
2026-09-01 07:00:00,44.620728443102124,8191.004732432557,15.0,0.015,5.130601248884956,236.334854422308
2026-09-01 07:15:00,17.322520635999886,13289.154741506773,15.0,0.015,13.083492029481489,426.13606784170696
2026-09-01 07:30:00,45.37724259507192,5370.076347154926,15.0,0.015,3.9619526551948026,221.20406584679893
2026-09-01 07:45:00,23.526206184364575,10962.698784820532,15.0,0.015,11.306605091432198,367.0987093532513
2026-09-01 08:00:00,18.252579649263975,7300.08837287703,15.0,0.015,9.278649733766724,414.1986397951979
2026-09-01 08:15:00,62.44427686266666,6205.668857772788,15.0,0.015,19.44010659263074,163.48476673570477
2026-09-01 08:30:00,63.28160165372797,5769.532016292092,15.0,0.015,12.170545453929332,145.14343591666466
2026-09-01 08:45:00,55.419867405823055,11962.887758781399,15.0,0.015,6.990127441736376,170.08362042803338
2026-09-01 09:00:00,30.230688458668535,8398.749637680661,15.0,0.015,2.2819156977586674,319.72368993041965
2026-09-01 09:15:00,19.883605700319194,12247.667715287615,15.0,0.015,3.024936574698691,372.8847417834577
2026-09-01 09:30:00,49.211651325607846,5653.5634079894235,15.0,0.015,4.506338599024701,227.09574541127412
2026-09-01 09:45:00,37.007624686980066,8152.903378306103,15.0,0.015,5.01933322680596,303.52165835258785
2026-09-01 10:00:00,21.10191174223894,10394.912923753373,15.0,0.015,17.012321156822757,379.7203539266405
2026-09-01 10:15:00,39.758845505563514,12907.231648389636,15.0,0.015,11.224455765650498,269.95317559503377
2026-09-01 10:30:00,16.71942605576092,8187.525029320699,15.0,0.015,10.467818227487328,398.171141294058
2026-09-01 10:45:00,60.4660201039391,11258.91376437009,15.0,0.015,2.2953774373843494,132.04427523503063
2026-09-01 11:00:00,27.938999080000848,13859.777482361871,15.0,0.015,17.2027938669887,365.52002370711693
2026-09-01 11:15:00,48.1261142176991,11158.631881823047,15.0,0.015,14.456286064169674,218.41120852666683
2026-09-01 11:30:00,30.58555380447055,7329.594747536337,15.0,0.015,1.3533672380000317,305.3655144522971
2026-09-01 11:45:00,41.00340105889054,5244.00781556538,15.0,0.015,14.156701944595373,267.233636954625
2026-09-01 12:00:00,42.33551396716398,13700.988739009299,15.0,0.015,10.870764346852921,270.8374548317061
2026-09-01 12:15:00,24.242722776276352,5212.694108503872,15.0,0.015,1.634506914935565,358.8528422277568
2026-09-01 12:30:00,63.47923138822793,13747.016726841994,15.0,0.015,9.166012830573129,126.63057403171986
